Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
medium-heavy-and-plush-peachy-triple-peacock-vintage-chenille-bathrobe-upcycled,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw112thset-batch-03_03_fw112thset-batch-03-medium-heavy-and-plush-peachy-triple-peacock-vinta.jpg,3,"Medium heavy and plush ""Peachy Triple Peacock"" vintage chenille bathrobe upcycled from hand tufted 'double' chenille bedspread Heavy 'double' chenille; which has the background chenille created by the manufacturer,",
medium-heavy-and-plush-peachy-triple-peacock-vintage-chenille-bathrobe-upcycled,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw112thset-batch-03_04_fw112thset-batch-03-medium-heavy-and-plush-peachy-triple-peacock-vinta.jpg,4,"Medium heavy and plush ""Peachy Triple Peacock"" vintage chenille bathrobe upcycled from hand tufted 'double' chenille bedspread Heavy 'double' chenille; which has the background chenille created by the manufacturer,",
medium-heavy-and-plush-peachy-triple-peacock-vintage-chenille-bathrobe-upcycled,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw112thset-batch-03_05_fw112thset-batch-03-medium-heavy-and-plush-peachy-triple-peacock-vinta.jpg,5,"Medium heavy and plush ""Peachy Triple Peacock"" vintage chenille bathrobe upcycled from hand tufted 'double' chenille bedspread Heavy 'double' chenille; which has the background chenille created by the manufacturer,",
medium-heavy-and-plush-peachy-triple-peacock-vintage-chenille-bathrobe-upcycled,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw112thset-batch-03_06_fw112thset-batch-03-medium-heavy-and-plush-peachy-triple-peacock-vinta.jpg,6,"Medium heavy and plush ""Peachy Triple Peacock"" vintage chenille bathrobe upcycled from hand tufted 'double' chenille bedspread Heavy 'double' chenille; which has the background chenille created by the manufacturer,",
medium-heavy-and-plush-peachy-triple-peacock-vintage-chenille-bathrobe-upcycled,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw112thset-batch-03_07_fw112thset-batch-03-medium-heavy-and-plush-peachy-triple-peacock-vinta.jpg,7,"Medium heavy and plush ""Peachy Triple Peacock"" vintage chenille bathrobe upcycled from hand tufted 'double' chenille bedspread Heavy 'double' chenille; which has the background chenille created by the manufacturer,",
medium-heavy-and-plush-peachy-triple-peacock-vintage-chenille-bathrobe-upcycled,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw112thset-batch-03_08_fw112thset-batch-03-medium-heavy-and-plush-peachy-triple-peacock-vinta.jpg,8,"Medium heavy and plush ""Peachy Triple Peacock"" vintage chenille bathrobe upcycled from hand tufted 'double' chenille bedspread Heavy 'double' chenille; which has the background chenille created by the manufacturer,",
medium-heavy-and-plush-peachy-triple-peacock-vintage-chenille-bathrobe-upcycled,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw112thset-batch-03_09_fw112thset-batch-03-medium-heavy-and-plush-peachy-triple-peacock-vinta.jpg,9,"Medium heavy and plush ""Peachy Triple Peacock"" vintage chenille bathrobe upcycled from hand tufted 'double' chenille bedspread Heavy 'double' chenille; which has the background chenille created by the manufacturer,",
small-heavy-dusty-rose-quadruple-peacock-chenille-bathrobe-upcycled-from-vintage,"Small heavy ""Dusty Rose Quadruple Peacock"" chenille bathrobe upcycled from vintage hand tufted chenille bedspreads","<p>This small can fit up to a woman&#x27;s size 8, with pockets. Four (!) peacocks...large one in
the back, another large one AND two more tiny ones in the front! The chenille used in
this robe is sturdy and heavier than most, keep you nice and toasty! Each of the FOUR
peacocks is in beautiful colors of peach, blue, red and green. The sleeves match the
peach in the peacocks, and the green leaves match too! Peacocks coming and going...
All vintage fabrics have a history prior to being upcycled, some were more loved than
others. The majority of my creations are made from vintage fabrics, and I wash/dry them
prior to upcycling. I check each linen carefully, and work around any stains, pinholes
and/or missing chenille. I am human, however; and sometimes miss things. I document
the issues and relay them in the description. I did not notice any problems in this
garment.</p>",,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, rose, hand tufted, heavy",FALSE,Title,Default Title,FW-114-B04,,TRUE,TRUE,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw114thset-batch-04_01_fw114thset-batch-04-small-heavy-dusty-rose-quadruple-peacock-chenille.jpg,1,"Small heavy ""Dusty Rose Quadruple Peacock"" chenille bathrobe upcycled from vintage hand tufted chenille bedspreads",draft
small-heavy-dusty-rose-quadruple-peacock-chenille-bathrobe-upcycled-from-vintage,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, rose, hand tufted, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw114thset-batch-04_02_fw114thset-batch-04-small-heavy-dusty-rose-quadruple-peacock-chenille.jpg,2,"Small heavy ""Dusty Rose Quadruple Peacock"" chenille bathrobe upcycled from vintage hand tufted chenille bedspreads",
small-heavy-dusty-rose-quadruple-peacock-chenille-bathrobe-upcycled-from-vintage,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, rose, hand tufted, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw114thset-batch-04_03_fw114thset-batch-04-small-heavy-dusty-rose-quadruple-peacock-chenille.jpg,3,"Small heavy ""Dusty Rose Quadruple Peacock"" chenille bathrobe upcycled from vintage hand tufted chenille bedspreads",
small-heavy-dusty-rose-quadruple-peacock-chenille-bathrobe-upcycled-from-vintage,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, rose, hand tufted, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw114thset-batch-04_04_fw114thset-batch-04-small-heavy-dusty-rose-quadruple-peacock-chenille.jpg,4,"Small heavy ""Dusty Rose Quadruple Peacock"" chenille bathrobe upcycled from vintage hand tufted chenille bedspreads",
small-heavy-dusty-rose-quadruple-peacock-chenille-bathrobe-upcycled-from-vintage,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, rose, hand tufted, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw114thset-batch-04_05_fw114thset-batch-04-small-heavy-dusty-rose-quadruple-peacock-chenille.jpg,5,"Small heavy ""Dusty Rose Quadruple Peacock"" chenille bathrobe upcycled from vintage hand tufted chenille bedspreads",
small-heavy-dusty-rose-quadruple-peacock-chenille-bathrobe-upcycled-from-vintage,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, rose, hand tufted, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw114thset-batch-04_06_fw114thset-batch-04-small-heavy-dusty-rose-quadruple-peacock-chenille.jpg,6,"Small heavy ""Dusty Rose Quadruple Peacock"" chenille bathrobe upcycled from vintage hand tufted chenille bedspreads",
small-heavy-dusty-rose-quadruple-peacock-chenille-bathrobe-upcycled-from-vintage,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, rose, hand tufted, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw114thset-batch-04_07_fw114thset-batch-04-small-heavy-dusty-rose-quadruple-peacock-chenille.jpg,7,"Small heavy ""Dusty Rose Quadruple Peacock"" chenille bathrobe upcycled from vintage hand tufted chenille bedspreads",
small-heavy-dusty-rose-quadruple-peacock-chenille-bathrobe-upcycled-from-vintage,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, rose, hand tufted, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw114thset-batch-04_08_fw114thset-batch-04-small-heavy-dusty-rose-quadruple-peacock-chenille.jpg,8,"Small heavy ""Dusty Rose Quadruple Peacock"" chenille bathrobe upcycled from vintage hand tufted chenille bedspreads",
small-heavy-dusty-rose-quadruple-peacock-chenille-bathrobe-upcycled-from-vintage,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, rose, hand tufted, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw114thset-batch-04_09_fw114thset-batch-04-small-heavy-dusty-rose-quadruple-peacock-chenille.jpg,9,"Small heavy ""Dusty Rose Quadruple Peacock"" chenille bathrobe upcycled from vintage hand tufted chenille bedspreads",
large-lightweight-all-american-vintage-chenille-bathrobe-upcycled-from-youth-han,"Large lightweight ""All American"" vintage chenille bathrobe upcycled from'youth' hand tufted chenille bedspread Football moms/wives, this is your bathrobe! Looks like a football player kicking the","<p>Football moms/wives, this is your bathrobe! Looks like a football player kicking the
football over the goal line. The bedspread is a &#x27;youth&#x27; chenille, in the 1950s this was a
popular type of bedspread to put on your child&#x27;s bed...most likely in this case a young
boy. The sleeves are made of a bright blue chenille, with stars on it (for the &#x27;star&#x27; football
player), and the image on the back of the robe is of a football player kicking a field goal.
Large can fit up to a woman&#x27;s size 18, with pockets; machine washable too.
Chenille bedspreads were created and manufactured in the US during the 1930s to the
1950s; much of it was hand tufted. The hand tufting process was often a series of knots
tied in a pre-printed design onto cotton (muslin) fabric. These one-of-a-kind bedspreads
varied by the tufter, as well as by materials used.
The production of chenille stopped in the United States after about 1960, and much of it
is being up cycled and given new life. Since the supply of vintage chenille is limited and
finite, it has become more difficult to find! Although chenille is durable, it can suffer
wear over time that may take the form of thinning lines of chenille, skipped spots where</p>",,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted",FALSE,Title,Default Title,FW-115-B05,,TRUE,TRUE,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw115thset-batch-05_01_fw115thset-batch-05-large-lightweight-all-american-vintage-chenille-ba.jpg,1,"Large lightweight ""All American"" vintage chenille bathrobe upcycled from'youth' hand tufted chenille bedspread Football moms/wives, this is your bathrobe! Looks like a football player kicking the",draft
large-lightweight-all-american-vintage-chenille-bathrobe-upcycled-from-youth-han,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw115thset-batch-05_02_fw115thset-batch-05-large-lightweight-all-american-vintage-chenille-ba.jpg,2,"Large lightweight ""All American"" vintage chenille bathrobe upcycled from'youth' hand tufted chenille bedspread Football moms/wives, this is your bathrobe! Looks like a football player kicking the",
large-lightweight-all-american-vintage-chenille-bathrobe-upcycled-from-youth-han,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw115thset-batch-05_03_fw115thset-batch-05-large-lightweight-all-american-vintage-chenille-ba.jpg,3,"Large lightweight ""All American"" vintage chenille bathrobe upcycled from'youth' hand tufted chenille bedspread Football moms/wives, this is your bathrobe! Looks like a football player kicking the",
large-lightweight-all-american-vintage-chenille-bathrobe-upcycled-from-youth-han,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw115thset-batch-05_04_fw115thset-batch-05-large-lightweight-all-american-vintage-chenille-ba.jpg,4,"Large lightweight ""All American"" vintage chenille bathrobe upcycled from'youth' hand tufted chenille bedspread Football moms/wives, this is your bathrobe! Looks like a football player kicking the",
large-lightweight-all-american-vintage-chenille-bathrobe-upcycled-from-youth-han,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw115thset-batch-05_05_fw115thset-batch-05-large-lightweight-all-american-vintage-chenille-ba.jpg,5,"Large lightweight ""All American"" vintage chenille bathrobe upcycled from'youth' hand tufted chenille bedspread Football moms/wives, this is your bathrobe! Looks like a football player kicking the",
large-lightweight-all-american-vintage-chenille-bathrobe-upcycled-from-youth-han,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw115thset-batch-05_06_fw115thset-batch-05-large-lightweight-all-american-vintage-chenille-ba.jpg,6,"Large lightweight ""All American"" vintage chenille bathrobe upcycled from'youth' hand tufted chenille bedspread Football moms/wives, this is your bathrobe! Looks like a football player kicking the",
large-lightweight-all-american-vintage-chenille-bathrobe-upcycled-from-youth-han,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw115thset-batch-05_07_fw115thset-batch-05-large-lightweight-all-american-vintage-chenille-ba.jpg,7,"Large lightweight ""All American"" vintage chenille bathrobe upcycled from'youth' hand tufted chenille bedspread Football moms/wives, this is your bathrobe! Looks like a football player kicking the",
large-lightweight-all-american-vintage-chenille-bathrobe-upcycled-from-youth-han,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw115thset-batch-05_08_fw115thset-batch-05-large-lightweight-all-american-vintage-chenille-ba.jpg,8,"Large lightweight ""All American"" vintage chenille bathrobe upcycled from'youth' hand tufted chenille bedspread Football moms/wives, this is your bathrobe! Looks like a football player kicking the",
large-lightweight-all-american-vintage-chenille-bathrobe-upcycled-from-youth-han,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw115thset-batch-05_09_fw115thset-batch-05-large-lightweight-all-american-vintage-chenille-ba.jpg,9,"Large lightweight ""All American"" vintage chenille bathrobe upcycled from'youth' hand tufted chenille bedspread Football moms/wives, this is your bathrobe! Looks like a football player kicking the",
medium-plush-and-heavy-dawn-in-the-forest-peacock-chenille-bathrobe-upcycled-fro,"Medium plush and heavy ""Dawn in the Forest"" peacock chenille bathrobe Upcycled from vintage hand tufted vintage chenille bedspreads","<p>Heavy chenille, plush tufting! Check out the tail, you cannot even see the3 backing
under the tail it is so plush. Pretty colors, that forest green in the tail of the peacock
along with yellow cranberry and peach, so pretty! Plush peach sleeves match the peach
in the peacock&#x27;s tail perfectly.
Medium can fit up to a woman&#x27;s size 12, with pockets. Machine washable.
Chenille bedspreads were created and manufactured in the US during the 1930s to the
1950s; much of it was hand tufted. The hand tufting process was often a series of knots
tied in a pre-printed design onto cotton (muslin) fabric. These one-of-a-kind bedspreads
varied by the tufter, as well as by materials used.
The production of chenille stopped in the United States after about 1960, and much of it
is being up cycled and given new life. Since the supply of vintage chenille is limited and
finite, it has become more difficult to find! Although chenille is durable, it can suffer
wear over time that may take the form of thinning lines of chenille, skipped spots where
chenille has come out; small pinholes, or variations in color. If any of these</p>",,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, cotton, hand tufted, plush, heavy",FALSE,Title,Default Title,FW-116-B06,,TRUE,TRUE,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw116thset-batch-06_01_fw116thset-batch-06-medium-plush-and-heavy-dawn-in-the-forest-peacock.jpg,1,"Medium plush and heavy ""Dawn in the Forest"" peacock chenille bathrobe Upcycled from vintage hand tufted vintage chenille bedspreads",draft
medium-plush-and-heavy-dawn-in-the-forest-peacock-chenille-bathrobe-upcycled-fro,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw116thset-batch-06_02_fw116thset-batch-06-medium-plush-and-heavy-dawn-in-the-forest-peacock.jpg,2,"Medium plush and heavy ""Dawn in the Forest"" peacock chenille bathrobe Upcycled from vintage hand tufted vintage chenille bedspreads",
medium-plush-and-heavy-dawn-in-the-forest-peacock-chenille-bathrobe-upcycled-fro,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw116thset-batch-06_03_fw116thset-batch-06-medium-plush-and-heavy-dawn-in-the-forest-peacock.jpg,3,"Medium plush and heavy ""Dawn in the Forest"" peacock chenille bathrobe Upcycled from vintage hand tufted vintage chenille bedspreads",
medium-plush-and-heavy-dawn-in-the-forest-peacock-chenille-bathrobe-upcycled-fro,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw116thset-batch-06_04_fw116thset-batch-06-medium-plush-and-heavy-dawn-in-the-forest-peacock.jpg,4,"Medium plush and heavy ""Dawn in the Forest"" peacock chenille bathrobe Upcycled from vintage hand tufted vintage chenille bedspreads",
medium-plush-and-heavy-dawn-in-the-forest-peacock-chenille-bathrobe-upcycled-fro,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw116thset-batch-06_05_fw116thset-batch-06-medium-plush-and-heavy-dawn-in-the-forest-peacock.jpg,5,"Medium plush and heavy ""Dawn in the Forest"" peacock chenille bathrobe Upcycled from vintage hand tufted vintage chenille bedspreads",
medium-plush-and-heavy-dawn-in-the-forest-peacock-chenille-bathrobe-upcycled-fro,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw116thset-batch-06_06_fw116thset-batch-06-medium-plush-and-heavy-dawn-in-the-forest-peacock.jpg,6,"Medium plush and heavy ""Dawn in the Forest"" peacock chenille bathrobe Upcycled from vintage hand tufted vintage chenille bedspreads",
medium-plush-and-heavy-dawn-in-the-forest-peacock-chenille-bathrobe-upcycled-fro,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw116thset-batch-06_07_fw116thset-batch-06-medium-plush-and-heavy-dawn-in-the-forest-peacock.jpg,7,"Medium plush and heavy ""Dawn in the Forest"" peacock chenille bathrobe Upcycled from vintage hand tufted vintage chenille bedspreads",
medium-plush-and-heavy-dawn-in-the-forest-peacock-chenille-bathrobe-upcycled-fro,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw116thset-batch-06_08_fw116thset-batch-06-medium-plush-and-heavy-dawn-in-the-forest-peacock.jpg,8,"Medium plush and heavy ""Dawn in the Forest"" peacock chenille bathrobe Upcycled from vintage hand tufted vintage chenille bedspreads",
medium-plush-and-heavy-dawn-in-the-forest-peacock-chenille-bathrobe-upcycled-fro,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw116thset-batch-06_09_fw116thset-batch-06-medium-plush-and-heavy-dawn-in-the-forest-peacock.jpg,9,"Medium plush and heavy ""Dawn in the Forest"" peacock chenille bathrobe Upcycled from vintage hand tufted vintage chenille bedspreads",
medium-plush-and-heavy-dawn-in-the-forest-peacock-chenille-bathrobe-upcycled-fro,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw116thset-batch-06_10_fw116thset-batch-06-medium-plush-and-heavy-dawn-in-the-forest-peacock.jpg,10,"Medium plush and heavy ""Dawn in the Forest"" peacock chenille bathrobe Upcycled from vintage hand tufted vintage chenille bedspreads",
medium-plush-and-heavy-dawn-in-the-forest-peacock-chenille-bathrobe-upcycled-fro,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw116thset-batch-06_11_fw116thset-batch-06-medium-plush-and-heavy-dawn-in-the-forest-peacock.jpg,11,"Medium plush and heavy ""Dawn in the Forest"" peacock chenille bathrobe Upcycled from vintage hand tufted vintage chenille bedspreads",
medium-plush-and-heavy-dawn-in-the-forest-peacock-chenille-bathrobe-upcycled-fro,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw116thset-batch-06_12_fw116thset-batch-06-medium-plush-and-heavy-dawn-in-the-forest-peacock.jpg,12,"Medium plush and heavy ""Dawn in the Forest"" peacock chenille bathrobe Upcycled from vintage hand tufted vintage chenille bedspreads",
medium-plush-and-soft-daisies-at-sunset-vintage-chenille-bathrobe-upcycled-from,"Medium plush and soft ""Daisies at Sunset"" vintage chenille bathrobe upcycled from rare purple hand tufted chenille bedspreads","<p>The chenille this bathrobe was created from is soft and plush; in excellent vintage shape.
Purple on purple, very rare; not many of this color combo in my shop or in existance,
especially in this great shape. Fran Drescher of &#x27;The Nanny&#x27; would have loved this robe,
just her style. Lots of purple and white curly cues all over, and yellow daisies to boot!
The front of the robe is a bit &#x27;high/low&#x27; since that end of the bedspread was curved, I
captured the curve at the front of the robe panels.
White sleeves with more curly cues, AND some green leaves and vines as well. Deep
pockets on both sides make it functional and warm. Medium can fit up to a woman&#x27;s size
12, machine washable too.
Chenille bedspreads were created and manufactured in the US during the 1930s to the
1950s; much of it was hand tufted. The hand tufting process was often a series of knots
tied in a pre-printed design onto cotton (muslin) fabric. These one-of-a-kind bedspreads
varied by the tufter, as well as by materials used.
The nraduntion of chenille conned in the Ilnited Statec after ahnut 10kN and much of it</p>",,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted, plush",FALSE,Title,Default Title,FW-117-B07,,TRUE,TRUE,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw117thset-batch-07_01_fw117thset-batch-07-medium-plush-and-soft-daisies-at-sunset-vintage-ch.jpg,1,"Medium plush and soft ""Daisies at Sunset"" vintage chenille bathrobe upcycled from rare purple hand tufted chenille bedspreads",draft
medium-plush-and-soft-daisies-at-sunset-vintage-chenille-bathrobe-upcycled-from,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted, plush",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw117thset-batch-07_02_fw117thset-batch-07-medium-plush-and-soft-daisies-at-sunset-vintage-ch.jpg,2,"Medium plush and soft ""Daisies at Sunset"" vintage chenille bathrobe upcycled from rare purple hand tufted chenille bedspreads",
medium-plush-and-soft-daisies-at-sunset-vintage-chenille-bathrobe-upcycled-from,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted, plush",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw117thset-batch-07_03_fw117thset-batch-07-medium-plush-and-soft-daisies-at-sunset-vintage-ch.jpg,3,"Medium plush and soft ""Daisies at Sunset"" vintage chenille bathrobe upcycled from rare purple hand tufted chenille bedspreads",
medium-plush-and-soft-daisies-at-sunset-vintage-chenille-bathrobe-upcycled-from,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted, plush",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw117thset-batch-07_04_fw117thset-batch-07-medium-plush-and-soft-daisies-at-sunset-vintage-ch.jpg,4,"Medium plush and soft ""Daisies at Sunset"" vintage chenille bathrobe upcycled from rare purple hand tufted chenille bedspreads",
medium-plush-and-soft-daisies-at-sunset-vintage-chenille-bathrobe-upcycled-from,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted, plush",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw117thset-batch-07_05_fw117thset-batch-07-medium-plush-and-soft-daisies-at-sunset-vintage-ch.jpg,5,"Medium plush and soft ""Daisies at Sunset"" vintage chenille bathrobe upcycled from rare purple hand tufted chenille bedspreads",
medium-plush-and-soft-daisies-at-sunset-vintage-chenille-bathrobe-upcycled-from,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted, plush",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw117thset-batch-07_06_fw117thset-batch-07-medium-plush-and-soft-daisies-at-sunset-vintage-ch.jpg,6,"Medium plush and soft ""Daisies at Sunset"" vintage chenille bathrobe upcycled from rare purple hand tufted chenille bedspreads",
medium-plush-and-soft-daisies-at-sunset-vintage-chenille-bathrobe-upcycled-from,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted, plush",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw117thset-batch-07_07_fw117thset-batch-07-medium-plush-and-soft-daisies-at-sunset-vintage-ch.jpg,7,"Medium plush and soft ""Daisies at Sunset"" vintage chenille bathrobe upcycled from rare purple hand tufted chenille bedspreads",
